documents,label
"Now I've seen reviews that people children have bought robux without their parent permissions, do not blame roblox, it's their parent's fault for leaving children with the option to buy stuff with real money and children are young and they don't think about that, put a pin on your credit card people!
",7
"Be warned that the moderation is not the best (in terms of false bans and appeals process), you may find your account terminated or warned or temporarily banned for doing something you didn't know was against the ToS or rules.
",6
"Most of the games don't have gun/killing.
",3
"It is a shooter which doesn't even have blood.
",3
"Words like f**k get tagged out like this: ""####""
",2
"I love this game.
",3
"Apparently she fell for a ""Free Robux"" scam a few days ago.
",9
"We contacted roblox support and they haven't responded.
",6
"I knew someone i grew up friends with that would play this game all the time when he was 18 and 19 he left his account logged into my pc and i saw all his messages with 20+ underage children and it was disgusting thousands of people use this game to get access to kids.
",0
"Roblox game developers exploit children by profiting off the games the child makes while giving almost nothing back to them.
",9
"They steal money through their stock market encouraging children to gamble and have known pedophiles grooming children on their platform.
",7
"Additionally lead social media manager runs open pornography blogs and public nudity photos.
",9
"This game has adults wanting to prey on your children monitor closely or do not let them play.
",7
"Far too often games will be ruined by people trying to get a rise out of players, and when that fails they'll resort to racist, sexist, or discriminatory language by undermining the quite frankly laughable moderation system by altering their text or sending several messages.
",4
"The final straw was my son's spell-check correcting Rozit (a Roleplay name), to 'Racist' which the system flagged as discriminatory despite him being in the game for 2 minutes and nothing else being said even remotely offensive.
",9
"Why bother with a game the creators don't bother with?
",3
"Violence:
",0
"There are games with violence, but it doesn’t even look real.
",1
"When the characters die they fall apart like LEGO’s.
",3
"Most of the weird videos you find online about Roblox characters being sexual or sexual games on Roblox are staged and are for clout.
",1
"If there are weird games, they are private and made by weirdos and only people invited by links through social media can join them.
",5
"They always get reported and taken down within an hour or so.
",2
"Voice chat is generally safe, when someone tries to cuss it gets bleeped out, and if you get bleeped out to many times you get a 24 hour ban.
",1
"They have a detector to see if the ID is real or not, and it will ban you if it’s fake, and you’d have to appeal.
",3
"If your kid spends robux without permission, or you aren’t pleased with your purchase, sometimes you can get a refund.
",7
"Bullying:
",0
"If your kid can handle being called a “noob” (this is a word the kids use to make fun of each other on the app, basically calling them a new player) or if they can handle being called stinky then they will be fine.
",7
"If your child last account is rated above 13, they might be called dumb, but that’s about it.
",7
"Expect a little bit of bad language.
",2
"I really do think some parents are very over dramatic about Roblox, most of those parents let their 5 year old play without any restrictions and the child plays police officer role play games and sees their character die.
",4
"It’s a much better alternative then Fortnite or Minecraft where you can chat freely and use voice chat, which leads to much worse then a little bit of childish fights.
",1
"Every game single game these days has complaints from parents about safety, well that’s the internet.
",2
"There are way too many violence and innapropaiate games even in the front page, and Roblox is 10+.
",8
"There are fps games with blood and injury detail, which Roblox pretends to not notice.
",1
"I see a lot of people who harrass people by gender and hating on LGBT.
",9
"It's really unacceptable.
",2
"There are games which refrence crime like Jailbreak, and games featuring Squid Game, which is obviously not suitable either.
",8
"That only scratches the surface of why Roblox is not safe enough.
",4
"In some games there are some stabbing/killing and very mild blood but it’s all cartoonish so nothing gets to over the top.
",3
"As for language there’s mild name calling (« Stupid » « ass ») but no real swear words because ROBLOX blocks it.
",1
"There’s tons of consumerism as in each game you log in there’s a box that pops up to buy robux.
",8
"They can easily get hacked.
",7
"Roblox only cares about money.
",0
"When I tried requesting for a refund because I decided that I didn't want the Robux that I just bought, my account immediately got banned.
",0
"I HAVE A 10 YEAR OLD SON AND WHEN HE CREATED HIS ACCOUNT HE DIED AND THEN MY 6 YEAR OLD DAUGHTER GOT CANCER OMG OMG OMG OMG OMG OMG OMG
",4
"
",0
"Actually Roblox is a great game and if you disagree u can hate on me Facebook moms I bet u spend more time on facebook than ur kid does on roblox.
",6
"This is not good she is all softie now and she learnt from Roblox
",2
"She's a psycho don't dowload
",2
"There are games with guns that we don’t play because we don’t want our daughter to think of guns as fun.
",3
"But this week, they ventured into some roblox games, which really traumatized them.
",6
"We missed scrolling down and seeing the scary label too.
",2
"Half way into a seemingly kids friendly game, my boy had a kidnapper grab him and killed him.
",0
"He started sobbing hysterically after he was killed in the game.
",0
"It was as though he was living through a real kidnapping.
",0
"He told me that he ran and hid, but there was no escape .
",0
"I realized there is a satanic element in some of the games.
",2
"My daughter was crying before bed time tonight and it’s her turn to be traumatized by a roblox game.
",0
"She said she was fearful of a roblox character.
",0
"Danger lurks when they start playing that next game.
",0
"Roblox does not prioritize kids' safety.
",4
"They took down their on-site forums so now kids have to go off site to coordinate with each other to make successful games.
",8
"And how they say ‘Not safe for children!’ Well they are to a certain extent right but also wrong.
",1
"And they are strict on there censorship system.
",1
"There are a few dangers.
",3
"Games on it (especially for mobile users) can be either low quality or laggy or buggy as a result of your device going into an overload.
",4
"But there are Toxic people in this game nowadays and the moderation is bad.
",1
"i think the game is really not so good and its should be 18+ because the kids eats plastic and its not ECO so the game shozld get banned
",3
"She had lots of pets and got given roblox money for her birthday but they cancelled her account and gave us no explanation and she lost everything.
",0
"She was devastated.
",0
"Very disappointing that they cannot help and understand the challenges children face when they play this game.
",8
"If they have a game aimed children then they should be more understanding of the challenges parents face when their kids play this highly addictive  game.
",8
"This company is only out for your money!!
",5
"I, ""New Zealand"" Is Angry!
",0
"""Roblox"" Has Too Much Anti-Maori Stuff
",0
"I have been generally supportive of Roblox but when I read that a third party company owned by China was handling kids data (My fourteen year old was required to submit identity card) I was unhappy and still am.
",5
"one day I was clearly on a vacation and my child said(can I get roblox,its free)And i saied(sure,its frindly)but then 7 days later I get notacationed and it said (banned for aimbot activity)and I say the f word,its not for kids for voilnice I SAW!it was disgusting,so I decided I play instead of my child.please play if your 17+.
",0
"Lots of people are unhappy about this but I understand.
",5
"Next time just do like 1 million people at a time because now when roblox is back up it might crash again when 48.1 million people are logging in!
",0
"I think that Roblox is a horrible game because of how many technical difficulties they have with their servers.
",0
"They are always down or having issues to the point where you can not join any games for long periods of time.
",9
"The games themselves are very slow and people within the games promote so much violence it is harmful to the innocent children that are on this platform.
",1
"Many of the players bully other players and have inappropriate usernames that promote unspeakable things.
",8
"For a community that’s supposed to be mostly under 16, these people are surprisingly toxic.
",8
"I join servers to bully bullies, think about it Mark!
",3
"Sure it could be worse somehow (although I'm sure that would lead to a lawsuit) but it’s also super scary the amount of kids under 13 I’ve been around who say some fiendish stuff.
",8
"Hey hey it’s your kid but im a whole adult and I feel very uncomfortable (THROUGH A SCREEN) sometimes
",6
"Roblox is bad because they wont let appeal account deleted open my account .
",5
"kid can swearing and don't matter
",5
"Instead of being safe while playing Adopt Me I have been picked up by someone posing as a child and taken to their private house location.
",8
"There are multiple games on the Roblox platform that take advantage of children.
",8
"They make it difficult for the children to convert what they are actually spending to real dollars because they are not skilled at math and the robux values do not equate to real dollars.
",4
"The reporting system is weak and the moderators are useless to nonexistent.
",2
"I’ve reported people for harassment and included screenshots  and the reports go nowhere and the harassment continues.
",1
"If you complain for yourself or child it is just as likely you would be the one penalized so they do not get bad press.
",7
"I have no idea how Roblox considers this okay.
",7
"My daughters friend plays it and I won’t allow mine in that game or Adopt Me.
",0
"They are full of adult pedophiles.
",8
"I do not see the point in having this as an option to 13 yr olds if they are not trying to sexualize them for profit.
",4
"Also, the private message system allows children to have “cyber sex” and I was in a panic one day when two people were talking about going “private” to do that and I was just glad to close the program quickly.
",0
"The private message system cannot be monitored.
",5
"They also get around the chat filter all the time for swearing, bullying and sexual behavior by using numbers and spaces in the words.
",1
"This is not a healthy environment.
",8
"The game is ok my son said his friends played it but then he came to me and said “the game said it was for kids around the age of 6 and up it looks like a 2 year old lego game.” I checked it out and the moderation was bad.
",0
"So  just don’t let your kids play this.
",7
"The community is toxic and also the company manipulates many young kids by saying they can make a roblox game and become successful but you have to put hundreds of dollar into advertising your game.
",5
"sorry about my grammar im typing fast.
",0
"The damn game is full of rude people.
",1
"The game would be good for a young kid with autism but it would not help them.
",2
"Don't let them download it its way to laggy and can make your child break the computer.
",7
"Now it is a nuther wast of time to me.
",2
"It makes no sense to even get it when the grafices  TEARRIBLE.
",6
"And it takes to long to lode, and freezes hafe the time.
",3
"Just delete it.
",0
"Yeah you can make your own games and make friends but your kid can get bullide and then (If you didn't block the chat-box like a dufes) thay get into a FLAME WAR with a nuther person!
",2
"Just delete the game Guys/Girls.
",0
"PLUS YOUR OR YOUR KIDS PRIVESY IS AT RISK OF LVL100 HACKERS WHO CAN HACK RODBLOX!
",0
"JUST DELETE IT!
",0
"When reported to Roblox support, they were unable to assist and we requested the matter to be escalated to the fraud department and was told they can't help us as this was already claimed.
",9
"Please do not purchase Robux from the Roblox website as their reseller sends out an email with no security controls to protect the digital code.
",9
"The major problem is that their whole Roblox account has reset back to square one on both of them at different times.
",9
"This has really been a disappointment for them since they spend so much time earning new things on there.
",6
"When it resets randomly then they have nothing.
",6
"After this they both decided to never play it again.
",0
"I would recommend not even bothering with this game.
",3
"It’s fun for them but has caused a lot of disappointment and sadness for them.
",5
"You can hide behind a screen and be toxic to people which is bad.
",1
"There are games known as condo games, which are for 17+, roblox tries to ban these but they get new ones posted which have naked peopel having sex.
",1
"Which ever parent says that you can swear on roblox is talking bull shit.
",2
"Roblox has a really strict chat system where you can't even say certain words like ""Kissing"" and your account can even get banned if you try to swear.
",1
"""The games are promoting sexual/adult stuff""
",4
"
",0
"No, They are not.
",2
"If a roblox game has sex/drugs or other adult stuff Roblox quickly takes them down so nobody can see it.
",2
"""It has a lot of violence""
",2
"
",0
"They are just lego's.
",2
"If you don't want your child playing with LEGO swords then I don't know what to tell you.
",7
"Roblox games with major gore are usually taken down and you will rarely see them.
",9
"So I let my 10 year old play you know perfectly normal app probably just for kids yeah yeah but NO!!!!!!
",4
"There are people on here trying to make sex roleplays and people scamming children and murder games.
",8
"Roblox, FIX THIS NOW!
",0
"MY 10 YEAR OLD IS NOT ALLOWED TO SEE SEX!
",4
"EVERYONE ON THIS ROBLOX APP IS LIKE 60!
",0
"I told her not to play those, but she stopped when she was 4.
",0
"Roblox is a game where you have to view the dignity of the human person because you have to know that there is a possibility for predators to be on the website.
",6
"bad my  8 year old daughter played it was ok at first until i went on her ipad and saw her getting bullied and playing jailbreak where u escape from prison and steal and others i banned her from the game dont let your children play unless they are 13 and up
",0
"I tell her to stay away from some game (more “violent” type games).
",0
"There is nowhere to filter the content if you have younger children playing.
",1
"Restricting the comments is helpful but there are games that 7 years olds just shouldn't be playing on here.
",4
"They make it seem like it's ok for children of all ages, but it's not.
",2
"Who cares about violence death blood or whatever!
",3
"the game is full of angsty and angry children who fight to make sure your rights in-game are destroyed and ruined, as a clbtgq people I am offended
",3
"No not for her eyesight and all but because she always experiences this problem with internet.
",9
"Once in the game called islands, she summoned Kor as the second she did, she was kicked out.
",0
"This went on for a long time to the point where she would never be able to get diamonds.
",0
"A lot of homophobic, hormoned, ignorant, cretin players harass so many players.
",4
"The moderation team is too slow or not taking action.
",2
"They allow inappropriate content and a lot of illegal stuffs for children.
",9
"Agree or disagree, it's aimed for adults over children causing children to turn to rotten people.
",4
"This is also an edit, people are pedophiles in this game and would try to seduce my brother for the funs of it.
",8
"Manipulating children.
",0
"THIS GAME IS BAD DONT PLAY!!!!!!!!!!!!!!!!!!!!!!
",0
"SHE PLAY3D THIS GAME CALLLED JAILBREAK ANFD YOU RIB BANJS!!!!!!!!!!!!!!!!!!!!!!!!!!!
",0
"DINT PLAY UNLESS U WAANT UR KID SEEING NUDES111111111111111111111111111!!!!!!
",0
"Personally, I a Roblox Game Developer so I am experienced with how roblox deals with inappropriate content.
",1
"I never Made inappropriate game on roblox and when a dev make an inappropriate game, it would be removed quickly.Most of the popular games on roblox took months and a long time to gain popularity so if a dev make something inappropriate, it wouldnt be found so easily unless if the kid searches up something inappropriate.
",7
"dont make a game on roblox its dumb
",4
"my opinion on Roblox is it can most definitely be better like adding voice chat and their reporting for example if I report someone on Roblox for bullying me and causing all they say is ""we will take a look"" and they never do that is why I never report ppl it is a 1-1000000 chance of them doing something about it and if I report someone for hacking cursing and bullying personal question and ext nothing happens there is a guy out there witch some of you maybe know about he is a scammer he got banned for 2 da
",1
"A bunch of parents are saying that they are deleting the game from their kids Ipad or such just because a person bullied them or they had sexual manner with a stranger in a condo game.
",8
"But I believe if your child is getting bullied or using sexual manner.
",7
"Sometimes I play with her, I realise that in some servers people swear but it is covered with tags like every inappropriate word.
",1
"DAVID BASZUCKI NEEDS TO BE ARRESTED AND SENTENCED TO DEATH PENALTY!
",0
"my 11 year old son plays roblox then one day I decided to check it out it was I joined a game called brookhaven there was a kid online dating and a kid swearing and gun sounds I think roblox is only ok for 13 and up.
",0
"WHY WOULD YOU LET YOUR KID PLAY THIS GAME?
",0
"IT HAS A LOT OF IMMATURE KIDS WHO ACT AS ""ROGANGSTERS"" AND THERE ARE A LOT OF TEENAGERS PICKING ON LITTLE KIDS.
",0
"I DO NOT ENCOURAGE THIS GAME FOR ITS SEXUAL CONTENT THAT LAY WITHIN.
",0
"my roblox girlfriend left me..When I realized my feelings...things were too late, so addict...Incurable spicy disease, yeah.
",0
"This game is not safe for children unless you as a parent remove their chat features so they cannot see in-game chat at all.
",7
"Roblox attempts to censor swearing and inappropriate gameplay but will end up with users bypassing this filter.
",1
"Examples of such bypassing and reasons why this game is NOT for children are here;
",1
"This is what I, in my 4 years of being on roblox have witnessed.
",0
"Sending phone numbers, Sharing snapchats, Sending suicide threats, rape threats, where they live, who they live with, how old they are, online dating, getting a ""boy/girlfriend"", sharing inappropriate images to get an item in a game on Roblox, sharing account details, emails.
",8
"It's not as safe as it may seem, if you've been playing long enough, know enough games, there's nothing child-friendly about it.
",7
"There are scams that will take your account, games that are heavily adult 18+ sexual games, games that bypass the swearing filter so you can say ANYTHING.
",1
"I mean from racial slurs to sexist and homophobic to damn right disturbing.
",1
"And some games that are literally the shittest things on this planet, the type of garbage you expect to find in a dollar store!
",9
"this whole thing too long didn't read;
",6
"
",0
"Roblox is NOT for children.
",6
"But caution...
",0
"Cons:
",0
"Scammers
",0
"""Pay To Win"" Games
",0
"So-called ""Slenders"" and ""Online Daters""
",0
"NSFW Games
",0
"i think roblox is god because people drink cocaine and smoking and drinking and smoking weed and encouraging kids to rob the bank when they’re older.
",5
"it also has guns, violence, cursing and blood.
",1
"Roblox also puts a virus in your computer to show your kids how to stab themselves with knifes.
",5
"Roblox tracks your address and sends kidnappers to kidnap your kids.
",4
"I got hacked and now I can’t get refund because they giving me helpful tips which they don’t care what happen to your account!
",6
"This game is horrible my daughter ended up in tears because of someone called her an idot im deeply offended I almost cried I was so offended my human rights are being violated
",0
"
",0
"(this is a joke im making fun of other people Roblox is actually a great game!)
",2
"I went into this ROBLOX game and I saw some kid spamming curse words.
",0
"People get hacked.
",5
"It pops up with everything with robux which costs money.
",6
"Though, there are lots of violent games (e.g.
",3
"I ###'# know ### this is #########, but communication is not a concern either.
",4
"There are sex games but they get removed fairly quickly.
",3
"If your child is young and doesn't understand the concept of sex and can't see the chat they'll probably think it's just another person with no bad intentions.
",3
"Language: ""Someone has bypassed the filter and said inappropriate words like f--k or b---h!""
",1
"If you limit their chat to nobody, it can really limit their communication.
",7
"Safety And Privacy: ""I spent $100 getting Robux for my child's Roblox accounts only for the account to get hacked/terminated for no reason!!""
",6
"""I found a random $200 bill on my bank account for a purchase on Roblox that I did not even make!""
",0
"The most simple way to avoid this is just by telling your child not to click on links.
",5
"Roblox is quite weird with their moderation sometimes but you can't really do anything about it.
",2
"If you have been terminated for a false reason, try to appeal.
",6
"c. I've seen a lot of people blame Roblox for random purchases and accused them of ""Hacking my bank account, etc"" the only one you should blame is your kid AND you.
",0
"If you had parental controls this would not happen and don't turn on automatic payments.
",7
"And if you believe your kid wouldn't do such a thing trust me, if Roblox had really hacked bank accounts it would be all over the news and there would probably be several lawsuits against Roblox.
",7
"Violence: ""There's a game called Murder Mystery and it has guns and knives and blood!
",0
"If you are worried  about how this will affect your child, just because they saw a game with knives and guns in it, doesn't mean they're gonna grow up with guns and knives too.
",3
"And eventually your kid will be exposed to violence, when they grow up they're not gonna watch cartoons or watch movies about fairytales anymore.
",7
"Sure there is some bad language in the chat but you can turn off chat in settings.
",1
"A lot of violence and Lego blood but it’s just Lego!
",3
"First off it bans for no reason.
",2
"Second off ppl r rude.
",6
"Third off they need to be sued.
",7
"THIS GAYME IS FOR TEH POOR!!!1111!
",0
"!11 I CALL POLICE NWO 
",0
"   BAn THIS s GAME OFF THE INTERNET!!
",0
"TOO BAD NOT RECOMENT
",0
"TIS VERY BAD GEEMA!!!!!!
",0
"I SUE YOU!
",0
"The two of them are constantly saying the words: Kill, Murder, and Death while playing the game.
",0
"For this reason alone, I think this game is inappropriate for kids less than 13.
",6
"It is desensitizing them to these words and themes and even when not playing the game my 12 year old daughter is saying the word murder a lot.
",0
"I am not the type of person who cares about swear words and religious censorship, but I was shocked at the level of Murder, Death, Kill that was part of this game.
",0
"Parents on this site writing negative reviews are at fault for not doing their research on kids games before letting their kids play them.
",2
"You play stupid games by not doing your research, and you win stupid prizes.
",7
"Seriously, do better.
",7
"Roblox is a family-friendly game, if you die in roblox you will fall apart like lego and if you try to swear it will hashtag (#####).
",3
"If someone bullies you in a game in roblox you can always report or block that person.
",7
"But the one thing that is a bother is Roblox moderation is terrible.
",6
"Also, I've seen so many people complain their kids are meeting predators, and yes, that's bad and what they're failing to do is monitor what they're children are doing.
",8
"If you dont wan't to be a helicopter parent, just turn off the chat until they know the dangers fully.
",7
"There are inappropriate games like arsenal, kat, and the other gun games.
",3
"You also can’t send photos of yourself or tell people personal information, so if you find your online friend creepy you can unfriend them right away and they can’t find out any information about you other than maybe your age and your name.
",7
"this person was scammed of their robux they should have gotten today.
",0
"This game sucks bad review bad game bad game bad bad bad bad bad
",2
"this game is not meant for kids under the age of 10 because it contains bad people lmao like me.
",4
"people are also getting drunk in this game dont ask why because i know why.
",7
"i met someone in a game and they called me beautiful and i didnt like that.
",0
"people should be more nicer and say someone should die and kill themselves.
",2
"WHEN I SAW MY TRANSACTIONS I WAS SHOCKED!
",0
"HE BOUGHT A 10K ROBUX BUNDLE WITHOUT EVEN ME NOTICING ROBLOX IS DEFINETLY NOT FOR KIDS!
",0
"This game is NOT safe for children.
",4
"My child spent 1000 dollars on ROBUCKZ and they REFUSE to give me a refund!
",0
"And in this game children can TALK to others that is NOT save for children at ALL.
",4
"Once i saw someone say ""F***""!
",0
"And don't get me started on the online daters!!
",0
"And ever since my child installed this app they have stopped reading for 10 hours and now they are only reading for 7 hours!!
",6
"My 7 year old son was playing roblox yesterday I telled him its time to get off but he said can I play a bit longer I said sure the next thing I know is that he was saying bad words on a game called piggy I said this is not a good app for you and I grounded him for a week.
",0
"P.S this piggy game is not for kids it as a wired skin named kamosi its scary it has black goo on its eye with big claws
",5
"I used to work for Roblox myself, back in 2005, but i've quit a couple of years ago due to how the staff team treat their players, (and totally not because i've found a better job) .
",6
"Too lazy to write more,
",2
"Josh Martin Lu Franington III
",0
"my son installed the game called ""roblos' so I check his ipad and he was play that horror game ""piggy"" so killed my son for playing that game it comets swearing and he even wachted a youtuber called kreekcraft I UNISTALL the app for 1 year and ground him for 9761 years dont play this game it's for old man
",0
"Roblox has slowly started to get aimed more towards teens, with issues such as people bypassing filters, cursing, bad audio files which can be used in games, etc.
",1
"Theoretically ROBLOX is a kid friendly website, until you add the bad people.
",5
"This sight is full of perverts and to think people are overreacting  you have got to be joking where do you think predators  hang out at people  wake up
",6
"The parents that think its only for adults are obsessed about the game!
",9
"well, Roblox has a shitty safe chat, because Roblox has OCD (obsessive compulsory disorder) Roblox is a good game but will you let children use the DevForums so they can make rules or ask questions?
",7
"Roblox says NO WE DO NOT TOLERATE CHILDREN TO USE DEVFORMUMS!
",5
"For example, you are under 13 in Roblox and you wanted to type a word, but then, it's misspelled, so you say it then it comes up with tags like this #########, I say this, you can't also say some slangs in Roblox such as UGC or IRL, that is bad and shitty Roblox!
",1
"AND I SAID YES BECAUSE I THOUGHT THE GAME WAS GOOD BUT WHEN I SAW MY SON PLAYING BAD STUFF LIKE THE ""STREETS"" I BANNED HIM OFF THE COMPUTER AND NOW HES GROUNDED FOR A WEEK PARENTS DO NOT SHOW THIS GAME TO KIDS IT HAS TOO  MUCH VIOLENCE AND SWEARING AND MY SON PLAYED A GAME CALLED ""ARSENAL"" TOO SO DONT SHOW YOUR KIDS THIS not sorry for caps
",5
"my 13 year old kid is playing it and it is disguting THIS GAME IS THE WORST EVER !
",0
"if you want a child that can think and solve complex problems  in life then letting a child over 5 play this game is seriously stunting their grey matter and IQ - unless your teaching them how to build maps
",7
"my son is 12 years old he has been this game for 3 years, and he seems happy, but all the sudden a guy raped my son ingame.
",0
"PEOPLE WErE BEING MEAN TO ME ON ROBLOX!
",0
"BAD BAD BAD BAD DOGS!
",0
"I AM TAKING AWAY MY DAUGHTERS TABLET BECAUSE BAD GAME DARK!
",0
"MY DAUGHTER IS CRYING NOW!
",0
"According to the text my YouTube channel named The Pro Spy Of Piggy I was giving robux and one kid begged for 10,000 robux and most likely a lot of people beg for 10,000 robux and there’s a impersonator that was swearing that much without the roblox chat working and there are inappropriate games that has swearing in it and there are games that are inappropriate sometimes you see a exploiter do sexy things and if you see online daters it’s not a you thought it would because on YouTube gamecharlie1 was kidnap
",3
"there are some games that I would not let my kids play but there are games like meep city and adopt me so 2+
",3
"U SUCK GET A BETTER PLATAFORM  U ##### DAVI BASOOOOKI.
",0
"I hate this game Because  there's this game called piggy it's like pepa pig but if it was a game and made by satin.
",0
"if you kids play this game ban them from there iPad.
",7
"The creator named MiniToon he should be banned and he's author  satin pepa pig  game  Piggy: Intercity (DEMO) that YOU can beat up players and they can die or they say oof in Roblox.
",0
"so the games should be banned.
",3
"this game almost killed my 9 year old daughter.
",0
"and when she took a bath i logged in to see her roblox account, and i saw she has a group of friends and they have demonic avatars and she bought an item named Brollge it is really disturbing so i left it a little bit there you know shes 9 years old she can handle it, and one day she said she got bullied people said to her girls stank.
",0
"PLEASE DELETE THIS GAME I SAW SEVERAL PEOPLE THROWING KNIVES IN THIS TERRIBLE GAME CALLED ARSENAL, PEOPLE DRINKING/DOING DRUGS, AND SWEARIING TOO!
",0
"I've seen a lot of people saying this game encourages sex and swearing.
",3
"No, it doesn't at all those games are very un-popular and will never come on your recommended are in the explore page.
",1
"Yes, it does have the violence that can get extremely brutal but again these games aren't as popular and have disclaimers about the blood.
",3
"So Roblox is a platform game it has lots of games but some bad games.
",2
"and digusting
",0
"i let my 10 year old play this game he later got addicted and started to harass his teachers at school he later stabbed his teacher with a pencil after he wanted free robux.
",0
"i looked on his account and the only game he played was adopt me i played it for a few minutes and it was terrible it was so inappropriate.
",0
"Sorry for any grammar or spelling errors, I do not know much english.
",6
"I think that not the entire platform is terrible, just some part of the community that makes it look bad today.
",2
"I’ve seen my kids get harassed online what seems like many times.
",9
"Deaths are just your character’s body parts dismembering.
",3
"Some bad stuff i have seen from roblox is that people can make and use bypassed/inappropriate audios, models and decals (images) by going to the library section of roblox, which has all the decals, audios and models and can either get one and add it to their games or use them in games made by others if possible, or create them ( i don’t know how).
",9
"And that Roblox’s moderation is not really that neat and offensive or rude phrases, slurs or cuss words can be bypassed by replacing some letters with numbers or symbols, or with another letter that would make the word sound the same as it’s original way of being spelled.
",1
"Inappropriate sentences, phrases or words can be sensored with the “#” symbol.
",8
"Another thing i heard is that scam bots, or roblox accounts that are made for spamming can post links onto comment sections of items or into chats.
",5
"And those links can lead to scam sites or websites that can grab your personal information.
",5
"These ads can trick players, especially small children, into clicking links and possibly falling for scams or getting personal info stolen.
",5
"Not everything will be safe.
",5
"It’s just that not everything will go well on the platform, and not everything is appropriate although the platform is 
",6
"meant to be child-friendly.
",4
"Literally same as my last minecraft review but censored swear words also bad languages.
",1
"Under no circumstances would I allow mine to just play this without some form of supervision.
",3
"Violence - Not only that there are guns available, but that other kids of all ages can, and do, bully children by coming to their homes, forcing themselves in, ""killing"" their characters in home invasions, stealing from them, attacking them while on the road and taking their cars, etc.
",8
"While this may not seem like a big deal to adults, this can be to young children who are bombarded by groups of kids who come in gangs to their homes.
",2
"There are also games in the roblox community specially formatted for the LBGTQ communities, etc and also very violent games.
",2
"These games are NOT age rated in any way.
",3
"There are also religious games, and although Christian games are few, there are a few calling themselves demonic etc.
",3
"Clothing - There is some clothing which may not seem appropriate for young children.
",1
"Bullying - While I addressed this briefly in #1, violence, it's important to note that this also happens among other children bullying each other (girls - girls, etc).
",5
"Above all, they should be told to never give out any private information.
",5
"lets get to the point
",4
"-Roblox filter is soo good it is bad to the point where it even censors everyday words like ""hi , k , nice"" and numbers are a no go if ur child in under 13 and it is possible to disable all social aspects of roblox ( why?!)
",1
"-The games want robux not roblox it self so just say no if your child wants robux
",7
"-near impossible to be bullied ( block them )
",5
"- your child wont be scarred for life by someone saying ""noob""
",5
"- schools have alot more bullying and swearing but you send them the teachers also punish the kid if they stand up for themselves and let the bully go scott free
",7
"-violcence is just falling apart and cartoony stuff 
",3
"-watch a few roblox youtubers at you will see ( konekokitten, Kreekcraft, Flamingo ( best oone) , jesse ga
",0
"robux are cheep.
",8
"I was pretty surprised and asked what's wrong.
",0
"She said that she got scammed for a ""Ride Turtle"".
",0
"it's a terrible game.
",3
"It is full of violence.
",2
"It's honestly disgusting.
",2
"I regret giving my kid permission to play Roblox.
",7
"I hope nobody else goes through what I and my kid did.
",7
"If your kid plays a lot of video games, I would not recommend it.
",7
"But the thing is there are some killing games.
",3
"this game gives your child imagination and to all the parents that hate Roblox just because of a single game you can just not let them play the game and not make them stop playing Roblox.
",7
"Chat filter works too good,they even block numbers sometimes,you cant give out personal information,there are some disgusting sexually explicit games but your child can only find them if you let them use other websites like youtube,if you find a bully just block them and stop caring what the bully thinks,this goes to all cyberbulling,Watch out for some games like Murder Mystery 2 or Phantom forces or any game with blood,i reccomend children under 10 to  be monitored or turn on  account restricions
",7
"I thought it was a video game with AI's and my own 8 year old lied to me so that I would download Roblox on his iPad.
",0
"I told him no because I didn't want to buy anything related to Roblox.
",0
"then 10 minutes later my 14 year old Daughter came in and said that my 8 year old son stole my credit Card to buy 100000 Robux.
",0
"My 14 year old daughter told me that it costed 1000 dollars.
",0
"I was very shocked that my own 8 year old son spent that much money for one game.
",0
"I went to my 8 year old son and took the iPad away from him and told him not to spend that much money on a game and spend my money without my permission.
",0
"My own 8 year old son took little weight lifting  and threw it at me.
",0
"dont believe those other posts by people saying its a bad game just play it for yourself and  try out games like brickbattle or the underground war.
",7
"Every now and then a inappropriate game will get passed by ROBLOX moderation, by accident.
",1
"My daughter was severely bullied since she was 7.
",0
"THIS GAME RUIN MY CHILD'S LIFE.
",0
"THERE ARE GUN SHOTS AND FIRE EVERYWHERE.
",0
"KILLING AND CRIMINAL IS EVERYWHERE TOO.
",0
"THERE ARE ROBUX SCAMS FOR KIDS.
",0
"DON'T EVEN TRY THIS GAME!!!
",0
"I ALREADY REPORT THIS GAME!
",0
"EVERYONE SAY TAGS AND STUFF THOSE ARE ALL SWEARS!YOU NEED TO ENTER YOU BIRTHDAY TO PLAY THIS GAME!
",0
"Theres toxic people then a hacker killed them
",0
"The other day i saw that my itunes balance was 0 when i tried purchasing a spotify premium.
",0
"I WAS SHOCKED TO SEE MY DAUGHTER LYING TO ME, the customer service told me that a bundle of 10,000 ROBUX was spend a few weeks ago ALONG WITH A ONE MONTH SUBSCRIPTION FOR A WAYV TICKET?!
",6
"There are iffy games on there such as murder mistery 2, piggy, and phantom forces.
",3
"Even with imposing time restrictions, it sucked the joy out of their lives as they would mope around until they could get back on their iPads to play it.
",0
"Other games have not been so detrimental to their mental health as this.
",4
"This is not healthy for them.
",8
"Once I made the decision to delete it, after some crying and moaning for a couple of days, they became ‘children’ again.
",0
"The game was really cool but also had some pretty rude people.
",0
